종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"139280","TIGER 경기방어","13135","95","0.73","13139.71","13035","13155","12980","68037","888307570","148425500000","148478680112","11300000","코스피 200 경기방어소비재","1307.14","8.84","0.68"
"237440","TIGER 경기방어채권혼합","10195","20","0.20","10194.05","10175","10205","10155","2469","25126255","11214500000","11213452223","1100000","경기방어소비재 채권혼합 지수","1521.66","3.49","0.23"
"319640","TIGER 골드선물(H)","13730","5","0.04","13722.09","13725","13775","13705","13077","179785290","17849000000","17838714732","1300000","S&P GSCI Gold Index(TR)","963.89","5.35","0.56"
"160580","TIGER 구리실물","7955","0","0.00","7954.59","7900","8010","7900","3609","28780590","9744875000","9744370884","1225000","S&P GSCI Cash Copper Index","197.54","-0.94","-0.47"
"114820","TIGER 국채3년","111100","25","0.02","111111.85","111095","111110","111030","4255","472805930","66660000000","66667109182","600000","KTB INDEX(시장가격)","10769.10","3.91","0.04"
"302180","TIGER 국채선물10년인버스","47505","165","0.35","47517.78","47505","47505","47505","2","95010","5700600000","5702133326","120000","10년국채선물지수","1362.09","-3.05","-0.22"
"302170","TIGER 국채선물3년인버스","49660","10","0.02","49685.25","0","0","0","0","0","6952400000","6955935095","140000","국채선물지수","1270.13","-0.23","-0.02"
"275980","TIGER 글로벌4차산업혁신기술(합성 H)","16995","45","0.27","16847.20","16950","16995","16915","115817","1965439740","209038500000","207220617385","12300000","MorningStar Exponential Technologies Index(PR)","2693.52","17.31","0.65"
"276000","TIGER 글로벌자원생산기업(합성 H)","11405","10","0.09","11385.66","11280","11405","11280","307","3477190","12545500000","12524227007","1100000","MorningStar Global Upstream Resources Index(PR)","3305.40","29.28","0.89"
"371450","TIGER 글로벌클라우드컴퓨팅INDXX","10905","-35","-0.32","10721.68","10965","10965","10200","121589","1311860925","15267000000","16725815406","1400000","Indxx Global Cloud Computing Index(Net Total Return)","7039.24","18.34","0.26"
"139310","TIGER 금속선물(H)","5640","-10","-0.18","5622.21","5640","5640","5625","2394","13489005","3384000000","3373326742","600000","S&P GSCI Industrial Metals Select Index(TR)","189.86","-0.03","-0.02"
"139320","TIGER 금은선물(H)","10165","0","0.00","10147.14","10145","10195","10125","10219","103895380","8132000000","8117713691","800000","S&P GSCI Precious Metals Index(TR)","2198.85","14.10","0.65"
"137610","TIGER 농산물선물Enhanced(H)","5170","95","1.87","5174.61","5130","5185","5130","148474","766108945","43945000000","43984180347","8500000","S&P GSCI Agriculture Enhanced Index(ER)","67.97","0.96","1.43"
"182490","TIGER 단기선진하이일드(합성 H)","12100","45","0.37","12114.29","12060","12120","12045","1177","14210015","15730000000","15748573712","1300000","Markit iBoxx USD Liquid High Yield 0-5 year 지수","84.63","0.02","0.02"
"272580","TIGER 단기채권액티브","50010","5","0.01","50003.22","50025","50025","50000","22876","1144019715","197039400000","197012694140","3940000","KIS 통안채 3개월(총수익)","11867.67","1.03","0.01"
"157450","TIGER 단기통안채","100010","5","0.00","100007.16","100005","100015","100005","62841","6284699845","900390030000","900364491940","9003000","KIS 통안채 3개월(총수익)","11867.67","1.03","0.01"
"292110","TIGER 대형가치","11410","220","1.97","11453.46","11235","11410","11230","875","9880435","6275500000","6299403855","550000","FnGuide 대형가치 지수","5348.74","98.47","1.88"
"292100","TIGER 대형성장","12500","210","1.71","12531.09","12300","12500","12280","837","10318965","6875000000","6892101111","550000","FnGuide 대형성장 지수","5397.38","83.72","1.58"
"105010","TIGER 라틴35","3170","10","0.32","3165.60","3170","3210","3145","19614","61849305","8242000000","8230572391","2600000","BNY Latin America 35 ADR","2356.26","8.29","0.35"
"123320","TIGER 레버리지","22275","1015","4.77","22232.45","21190","22295","21005","997236","21605764940","26730000000","24455694847","1200000","코스피 200","389.29","8.02","2.10"
"174350","TIGER 로우볼","11180","25","0.22","11186.05","11100","11180","11065","1013","11219770","9838400000","9843721766","880000","FnGuide Low Vol 지수","11048.01","30.47","0.28"
