종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"016920","카스","KOSDAQ","중견기업부","2285","65","2.93","2220","2295","2205","232811","524347900","54713634930","23944698"
"284620","카이노스메드","KOSDAQ","기술성장기업부","4500","55","1.24","4400","4530","4380","1422520","6349630980","472241830500","104942629"
"035720","카카오","KOSPI",,"389500","5000","1.30","384500","394000","383500","813142","317449974000","34446038562000","88436556"
"293490","카카오게임즈","KOSDAQ","중견기업부","46000","550","1.21","45450","46400","45250","468697","21584760100","3406375164000","74051634"
"042000","카페24","KOSDAQ","기술성장기업부","63500","200","0.32","64200","66200","63500","290652","18865572100","598842909500","9430597"
"006380","카프로","KOSPI",,"3880","215","5.87","3665","3890","3610","483990","1840771940","155200000000","40000000"
"317530","캐리소프트","KOSDAQ","기술성장기업부","5030","95","1.93","4970","5050","4840","113145","563697885","34008815880","6761196"
"071850","캐스텍코리아","KOSDAQ","중견기업부","3230","75","2.38","3165","3265","3155","93512","301407745","53518477240","16569188"
"180400","캔서롭","KOSDAQ","관리종목(소속부없음)","7740","0","0.00","0","0","0","0","0","178624199880","23078062"
"050110","캠시스","KOSDAQ","중견기업부","2795","15","0.54","2785","2825","2780","1127349","3162452925","192187034130","68761014"
"109070","컨버즈","KOSPI",,"4100","0","0.00","0","0","0","0","0","53879690800","13141388"
"900310","컬러레이","KOSDAQ","외국기업(소속부없음)","2010","40","2.03","1995","2010","1925","192662","382943005","108540000000","54000000"
"078340","컴투스","KOSDAQ","우량기업부","159300","-600","-0.38","159900","161500","156800","137883","21946579300","2049620706000","12866420"
"307930","컴퍼니케이","KOSDAQ","벤처기업부","6770","80","1.20","6740","6800","6650","59384","400825110","105679700000","15610000"
"263700","케어랩스","KOSDAQ","벤처기업부","8450","150","1.81","8270","8450","8230","253536","2110027850","145644470400","17236032"
"327970","케어룸의료산업","KONEX","일반기업부","10600","300","2.91","10600","10600","10600","100","1060000","10600000000","1000000"
"214370","케어젠","KOSDAQ","중견기업부","71700","0","0.00","71000","72000","70700","31825","2270923500","770273100000","10743000"
"221980","케이디켐","KOSDAQ","중견기업부","13250","-500","-3.64","13750","13800","13250","18327","245300950","53461100000","4034800"
"043290","케이맥","KOSDAQ","벤처기업부","2520","135","5.66","2345","2585","2300","2383764","5897526000","93646453320","37161291"
"317030","케이비17호스팩","KOSDAQ","SPAC(소속부없음)","2055","-10","-0.48","2060","2060","2050","15452","32016520","11222355000","5461000"
"001620","케이비아이동국실업","KOSPI",,"694","14","2.06","680","696","680","41274","28523624","45833197968","66042072"
"323940","케이비제18호스팩","KOSDAQ","SPAC(소속부없음)","2035","5","0.25","2030","2040","2030","10706","21791575","15917770000","7822000"
"330990","케이비제19호스팩","KOSDAQ","SPAC(소속부없음)","2045","0","0.00","2040","2045","2040","1349","2752015","8795545000","4301000"
"342550","케이비제20호스팩","KOSDAQ","SPAC(소속부없음)","2030","10","0.50","2030","2030","2010","11933","24215725","13197030000","6501000"
"192250","케이사인","KOSDAQ","벤처기업부","1540","15","0.98","1530","1550","1520","1129037","1733915440","108833735780","70671257"
"029460","케이씨","KOSPI",,"27650","50","0.18","27600","27900","27200","106047","2923199550","374769316600","13554044"
"344820","케이씨씨글라스","KOSPI",,"36800","-1500","-3.92","38500","38750","36750","367877","13700555500","587714841600","15970512"
"115500","케이씨에스","KOSDAQ","중견기업부","6280","30","0.48","6200","6440","6100","125043","785501980","75360000000","12000000"
"281820","케이씨텍","KOSPI",,"30750","50","0.16","30600","31300","30050","288456","8868836950","641492847000","20861556"
"089150","케이씨티","KOSDAQ","중견기업부","5280","50","0.96","5230","5380","5150","97961","516189300","90552000000","17150000"
"025880","케이씨피드","KOSDAQ","중견기업부","2330","20","0.87","2310","2390","2280","227154","530275315","38947949140","16715858"
"093320","케이아이엔엑스","KOSDAQ","우량기업부","71800","3200","4.66","68700","72200","68700","45049","3210010100","350384000000","4880000"
"073010","케이에스피","KOSDAQ","중견기업부","1530","55","3.73","1690","1855","1525","9951500","17028978600","55374153210","36192257"
"105330","케이엔더블유","KOSDAQ","벤처기업부","6410","410","6.83","6000","7150","6000","416164","2748408930","65775234270","10261347"
"272110","케이엔제이","KOSDAQ","중견기업부","14100","1550","12.35","12600","14400","12550","257184","3529283000","89470591200","6345432"
"039420","케이엘넷","KOSDAQ","중견기업부","2710","40","1.50","2675","2795","2655","395328","1077129460","65459318300","24154730"
"083550","케이엠","KOSDAQ","우량기업부","12950","-50","-0.38","13000","13100","12750","167589","2162749000","133152262600","10282028"
"032500","케이엠더블유","KOSDAQ","우량기업부","80700","100","0.12","80900","81300","80200","700979","56534733200","3213545258100","39820883"
"225430","케이엠제약","KOSDAQ","중견기업부","2915","40","1.39","2850","2935","2845","383548","1114488730","81290750750","27887050"
"145270","케이탑리츠","KOSPI",,"1175","-10","-0.84","1170","1195","1160","367950","431244225","54313349225","46224127"
"064820","케이프","KOSDAQ","벤처기업부","5170","340","7.04","4790","5230","4790","603673","3085113935","157907227280","30542984"
"347140","케이프이에스제4호","KOSDAQ","SPAC(소속부없음)","2055","0","0.00","2055","2055","2040","1003","2046180","6183495000","3009000"
"256940","케이피에스","KOSDAQ","벤처기업부","20150","150","0.75","20150","20800","19850","292236","5911379900","309092698200","15339588"
"024880","케이피에프","KOSDAQ","우량기업부","5280","-30","-0.56","5260","5370","5220","462978","2452102410","93552360000","17718250"
"042040","케이피엠테크","KOSDAQ","중견기업부","3010","110","3.79","2955","3045","2865","3320872","9836306220","415763064640","138127264"
"054410","케이피티유","KOSDAQ","벤처기업부","5960","-10","-0.17","5970","6020","5870","50139","297773580","30157600000","5060000"
"274090","켄코아에어로스페이스","KOSDAQ","기술성장기업부","8070","170","2.15","7940","8070","7900","55411","443701610","73862200230","9152689"
"217600","켐온","KOSDAQ","중견기업부","4525","-105","-2.27","4625","4625","4505","2592862","11936578475","288972563500","63861340"
"089010","켐트로닉스","KOSDAQ","중견기업부","27650","0","0.00","27400","28500","27150","663357","18428215550","410828041050","14858157"
"220260","켐트로스","KOSDAQ","벤처기업부","7110","140","2.01","6970","7430","6880","4205765","30483918120","187156935270","26323057"
"052400","코나아이","KOSDAQ","투자주의환기종목(소속부없음)","26750","0","0.00","26800","27600","26400","170291","4576316850","416206406500","15559118"
"033110","코너스톤네트웍스","KOSDAQ","관리종목(소속부없음)","204","0","0.00","0","0","0","0","0","26473567764","129772391"
"094860","코닉글로리","KOSDAQ","벤처기업부","2610","-30","-1.14","2620","2695","2575","486896","1280829890","132177172950","50642595"
"046070","코다코","KOSDAQ","투자주의환기종목(소속부없음)","1290","20","1.57","1270","1500","1245","4834763","6438390775","50392890240","39064256"
"047770","코데즈컴바인","KOSDAQ","벤처기업부","2560","50","1.99","2530","2585","2510","145005","370648190","96877061120","37842602"
"078940","코드네이처","KOSDAQ","관리종목(소속부없음)","2200","35","1.62","2160","2240","2105","36116","79058015","70420999000","32009545"
"080530","코디","KOSDAQ","중견기업부","1820","45","2.54","1775","1830","1775","78276","141288605","44558011680","24482424"
"224060","코디엠","KOSDAQ","중견기업부","455","12","2.71","443","485","420","32079238","15017265118","119771367170","263233774"
"357120","코람코에너지리츠","KOSPI",,"4805","-5","-0.10","4810","4810","4780","123658","593192745","334524100000","69620000"
"078650","코렌","KOSDAQ","중견기업부","1005","50","5.24","955","1025","955","1220971","1207561460","69320249865","68975373"
"104540","코렌텍","KOSDAQ","기술성장기업부","17400","1750","11.18","15650","18600","15650","579561","9918769600","202288606800","11625782"
"027050","코리아나","KOSDAQ","중견기업부","4960","75","1.54","4910","4990","4860","373025","1849047195","198400000000","40000000"
"290510","코리아센터","KOSDAQ","벤처기업부","7780","-30","-0.38","7930","7930","7760","1015617","7948409920","592840955860","76200637"
"007815","코리아써우","KOSPI",,"7760","180","2.37","7590","7780","7590","13913","107711110","23005994400","2964690"
"007810","코리아써키트","KOSPI",,"14900","300","2.05","14650","15000","14500","681652","10111309400","351949189900","23620751"
"00781K","코리아써키트2우B","KOSPI",,"7480","100","1.36","7450","7480","7300","1815","13430480","5862068520","783699"
"190650","코리아에셋투자증권","KOSDAQ","중견기업부","7500","-120","-1.57","7620","7740","7340","56443","423629820","47910000000","6388000"
"101670","코리아에스이","KOSDAQ","벤처기업부","1205","10","0.84","1200","1210","1185","107791","128968045","22774500000","18900000"
"123410","코리아에프티","KOSDAQ","우량기업부","2910","30","1.04","2845","2925","2805","440668","1269693450","81017496240","27841064"
"003690","코리안리","KOSPI",,"7890","-140","-1.74","8010","8020","7850","493076","3896117630","949712325240","120369116"
"036690","코맥스","KOSDAQ","중견기업부","5550","60","1.09","5410","5610","5410","205301","1137920080","83204306850","14991767"
"049430","코메론","KOSDAQ","우량기업부","8910","100","1.14","8900","8910","8750","14932","132022820","80617680000","9048000"
"183300","코미코","KOSDAQ","우량기업부","49950","1500","3.10","48750","51200","47850","73374","3666332400","498886663950","9987721"
"041960","코미팜","KOSDAQ","벤처기업부","13450","300","2.28","13150","13500","13150","355608","4762746150","863300032200","64185876"
"089890","코세스","KOSDAQ","우량기업부","8800","220","2.56","8630","8900","8530","347253","3046710710","145947665600","16584962"
"009730","코센","KOSDAQ","투자주의환기종목(소속부없음)","905","0","0.00","0","0","0","0","0","26398999325","29170165"
"189350","코셋","KONEX","일반기업부","2690","-5","-0.19","2690","2690","2690","1001","2692690","10760000000","4000000"
"082660","코스나인","KOSDAQ","중견기업부","1650","-20","-1.20","1670","1720","1605","276515","457083815","49909660350","30248279"
"192820","코스맥스","KOSPI",,"99500","800","0.81","98200","100500","98200","77630","7732637100","999926145500","10049509"
"044820","코스맥스비티아이","KOSPI",,"17550","450","2.63","17200","18000","17100","33323","583591100","168548813550","9603921"
"222040","코스맥스엔비티","KOSDAQ","중견기업부","8520","390","4.80","8160","8800","8130","442933","3771263960","175750560000","20628000"
"241710","코스메카코리아","KOSDAQ","우량기업부","12200","100","0.83","12200","12300","12150","52432","641580500","130296000000","10680000"
"005070","코스모신소재","KOSPI",,"19650","650","3.42","19150","20600","19150","3735009","74315167350","574722512250","29247965"
"005420","코스모화학","KOSPI",,"12200","200","1.67","12100","12550","12100","1285862","15855825200","318552065000","26110825"
"069110","코스온","KOSDAQ","관리종목(소속부없음)","4405","115","2.68","4325","4450","4215","57344","251590975","95073603955","21583111"
"071950","코아스","KOSPI",,"1095","0","0.00","1095","1100","1080","187187","204109895","33843394950","30907210"
"166480","코아스템","KOSDAQ","기술성장기업부","23200","850","3.80","22400","23700","22150","285570","6634007950","364644608000","15717440"
"045970","코아시아","KOSDAQ","벤처기업부","9490","890","10.35","8600","9870","8550","2971854","28124302670","249728173240","26314876"
"029960","코엔텍","KOSDAQ","우량기업부","9430","-70","-0.74","9510","9510","9330","446845","4205054240","471500000000","50000000"
"002020","코오롱","KOSPI",,"21800","100","0.46","21600","21850","21500","40981","889530650","275256086800","12626426"
"003070","코오롱글로벌","KOSPI",,"19300","400","2.12","18900","19400","18700","72141","1388305750","486561453400","25210438"
"003075","코오롱글로벌우","KOSPI",,"31300","0","0.00","31200","31350","31000","3285","102425200","9790733900","312803"
"144620","코오롱머티리얼","KOSPI",,"3340","0","0.00","3400","3435","3315","348830","1174854275","229319840900","68658635"
"102940","코오롱생명과학","KOSDAQ","중견기업부","29050","0","0.00","29000","29300","28650","60698","1764317050","331528941800","11412356"
"002025","코오롱우","KOSPI",,"14800","0","0.00","14800","14800","14700","2183","32258050","15930572000","1076390"
"120110","코오롱인더","KOSPI",,"41050","850","2.11","40200","41450","40100","240133","9860772550","1107481382000","26978840"
"120115","코오롱인더우","KOSPI",,"22500","200","0.90","22300","22850","22200","20798","470001850","62276850000","2767860"
"950160","코오롱티슈진","KOSDAQ","투자주의환기종목(소속부없음)","8010","0","0.00","0","0","0","0","0","489551575500","61117550"
"138490","코오롱플라스틱","KOSPI",,"4490","65","1.47","4445","4500","4395","181388","804219035","170620000000","38000000"
"021240","코웨이","KOSPI",,"72700","1100","1.54","72000","72900","71600","226533","16356011800","5365232301300","73799619"
"033290","코웰패션","KOSDAQ","우량기업부","5670","0","0.00","5670","5690","5610","164735","931405970","501796326780","88500234"
"056360","코위버","KOSDAQ","우량기업부","10050","0","0.00","10100","10150","9990","120360","1213234860","98457840000","9796800"
"282880","코윈테크","KOSDAQ","우량기업부","23550","-50","-0.21","23600","23800","23300","107161","2525588050","217872636600","9251492"
"121850","코이즈","KOSDAQ","벤처기업부","1405","10","0.72","1395","1425","1380","141607","198271850","21653181385","15411517"
"015710","코콤","KOSDAQ","우량기업부","6820","90","1.34","6730","6850","6720","91501","622401510","119558010000","17530500"
"052330","코텍","KOSDAQ","우량기업부","8990","70","0.78","8880","9030","8870","60024","537792290","140015222480","15574552"
"322780","코퍼스코리아","KOSDAQ","중견기업부","2340","-140","-5.65","2480","2795","2340","1769556","4554072275","80275277160","34305674"
"126600","코프라","KOSDAQ","우량기업부","4165","75","1.83","4090","4175","4075","340340","1410216095","87946615610","21115634"
"200130","콜마비앤에이치","KOSDAQ","우량기업부","51900","-100","-0.19","52100","52900","51500","166724","8691562900","1533310660200","29543558"
"031820","콤텍시스템","KOSPI",,"1540","-15","-0.96","1560","1585","1540","1899485","2964285075","104491257640","67851466"
"192400","쿠쿠홀딩스","KOSPI",,"99900","600","0.60","99100","100500","98400","4583","456307400","710532456300","7112437"
"284740","쿠쿠홈시스","KOSPI",,"39100","600","1.56","38550","39150","38300","46019","1784878550","877299603000","22437330"
"317690","퀀타매트릭스","KOSDAQ","기술성장기업부","22400","1250","5.91","21450","23050","21050","1150335","25765507500","328270297600","14654924"
"060280","큐렉소","KOSDAQ","중견기업부","6270","150","2.45","6130","6320","6090","104787","653635940","209437192470","33403061"
"015590","큐로","KOSPI",,"645","19","3.04","619","645","619","1783998","1125455035","146551506510","227211638"
"040350","큐로컴","KOSDAQ","벤처기업부","2035","75","3.83","1960","2035","1950","729634","1459329520","243115119115","119466889"
"051780","큐로홀딩스","KOSDAQ","중견기업부","637","3","0.47","629","639","628","153783","97533642","69299084764","108789772"
"115180","큐리언트","KOSDAQ","기술성장기업부","34050","50","0.15","34000","34700","33750","100899","3442529650","301124205450","8843589"
"043090","큐브앤컴퍼니","KOSDAQ","관리종목(소속부없음)","1440","-20","-1.37","1490","1520","1400","418203","600358530","46930050720","32590313"
"182360","큐브엔터","KOSDAQ","중견기업부","3815","120","3.25","3700","4080","3660","2674616","10543923725","131689366970","34518838"
"066310","큐에스아이","KOSDAQ","벤처기업부","16600","300","1.84","16450","16850","16300","132231","2201571100","137418618000","8278230"
"136660","큐엠씨","KONEX","일반기업부","5040","-30","-0.59","5050","5050","4960","8892","44439505","47596752000","9443800"
"016600","큐캐피탈","KOSDAQ","중견기업부","548","8","1.48","546","551","541","687741","375480355","92010253804","167901923"
"264900","크라운제과","KOSPI",,"8880","-40","-0.45","8920","8920","8780","7330","64771140","111211788000","12523850"
"26490K","크라운제과우","KOSPI",,"10350","50","0.49","10250","10350","10050","11755","119641350","8006346000","773560"
"005740","크라운해태홀딩스","KOSPI",,"8810","40","0.46","8740","8850","8720","11454","100615190","130805127070","14847347"
"005745","크라운해태홀딩스우","KOSPI",,"12750","150","1.19","12650","12750","12450","5110","64583650","7659256500","600726"
"215570","크로넥스","KONEX","일반기업부","5710","610","11.96","5790","5790","5710","11","63610","18200625000","3187500"
"043590","크로바하이텍","KOSDAQ","투자주의환기종목(소속부없음)","1490","0","0.00","0","0","0","0","0","34717000000","23300000"
"114120","크루셜텍","KOSDAQ","관리종목(소속부없음)","1415","5","0.35","1425","1445","1400","92597","131113980","29660260725","20961315"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","25950","700","2.77","27250","27250","25200","34753","897155800","304016706000","11715480"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","1710","35","2.09","1675","1710","1665","609349","1034150815","115910386920","67783852"
"083790","크리스탈지노믹스","KOSDAQ","기술성장기업부","17900","-100","-0.56","18200","18250","17650","1319575","23552941000","821452569500","45891205"
"045520","크린앤사이언스","KOSDAQ","우량기업부","29850","700","2.40","29050","30000","28800","127021","3775441600","194025000000","6500000"
"214150","클래시스","KOSDAQ","우량기업부","15400","-200","-1.28","15650","15650","15200","174113","2693282050","996521187200","64709168"
"352770","클리노믹스","KOSDAQ","기술성장기업부","17350","700","4.20","16650","17650","16650","708654","12189436250","231017696350","13315141"
"237880","클리오","KOSDAQ","우량기업부","17800","400","2.30","17500","18000","17400","114724","2041412800","305271566400","17150088"
"139670","키네마스터","KOSDAQ","중견기업부","27500","-750","-2.65","30550","31000","26000","2687387","74900446650","372523442500","13546307"
"020120","키다리스튜디오","KOSPI",,"9830","490","5.25","9440","10300","9320","1056722","10503071550","181910942530","18505691"
"311270","키움제5호스팩","KOSDAQ","SPAC(소속부없음)","2060","-10","-0.48","2050","2070","2050","1306","2680405","7416000000","3600000"
"039490","키움증권","KOSPI",,"126500","2500","2.02","124500","128000","120000","203337","25438791000","3008543428000","23782952"
"012170","키위미디어그룹","KOSPI",,"1485","0","0.00","0","0","0","0","0","54962074530","37011498"
"054780","키이스트","KOSDAQ","중견기업부","11600","300","2.65","11500","12100","11250","728130","8587278700","198027845600","17071366"
"219130","타이거일렉","KOSDAQ","중견기업부","15000","50","0.33","15000","15100","14700","45729","681975650","94714350000","6314290"
"180060","탑선","KONEX","일반기업부","10900","150","1.40","10700","10950","10550","4186","45452050","92722659400","8506666"
"065130","탑엔지니어링","KOSDAQ","우량기업부","10350","150","1.47","10200","10400","10100","305292","3131057250","165354259950","15976257"
"014580","태경비케이","KOSPI",,"4040","50","1.25","4010","4040","3965","747946","3002813275","111435724000","27583100"
"015890","태경산업","KOSPI",,"5890","-60","-1.01","5920","5950","5850","65076","383293500","172157337500","29228750"
"006890","태경케미컬","KOSPI",,"14150","-150","-1.05","14300","14800","14100","298537","4273246400","164140000000","11600000"
"023160","태광","KOSDAQ","중견기업부","7660","570","8.04","7150","8160","7150","2670600","20205979390","202990000000","26500000"
"003240","태광산업","KOSPI",,"801000","-1000","-0.12","802000","809000","797000","1179","948457000","891833400000","1113400"
"011280","태림포장","KOSPI",,"5840","-40","-0.68","5880","6060","5730","1549720","9100320910","413506689600","70805940"
"053620","태양","KOSDAQ","우량기업부","8470","110","1.32","8360","8480","8290","18575","155571790","72842000000","8600000"
"004100","태양금속","KOSPI",,"1110","15","1.37","1110","1120","1100","194161","215280140","40737000000","36700000"
"004105","태양금속우","KOSPI",,"2780","-5","-0.18","2820","2820","2765","16947","47219190","9174000000","3300000"
"116100","태양기계","KONEX","일반기업부","799","-8","-0.99","799","799","799","12","9588","4985748814","6239986"
"009410","태영건설","KOSPI",,"11800","500","4.42","11500","12200","11500","934178","11008769550","459009356400","38899098"
"009415","태영건설우","KOSPI",,"13200","150","1.15","13050","13500","12750","65374","862816500","17188274400","1302142"
"044490","태웅","KOSDAQ","중견기업부","15600","450","2.97","15250","15700","15000","262329","4045885700","312115143600","20007381"
"124560","태웅로직스","KOSDAQ","중견기업부","5170","100","1.97","5100","5220","5060","505176","2596629430","101005214640","19536792"
"001420","태원물산","KOSPI",,"3995","-10","-0.25","4005","4015","3945","30583","121704735","30362000000","7600000"
"007980","태평양물산","KOSPI",,"1980","45","2.33","1950","2030","1950","1127743","2247909700","95336182260","48149587"
"191420","테고사이언스","KOSDAQ","벤처기업부","30400","1000","3.40","29550","30550","28800","108621","3237041650","245803273600","8085634"
"073640","테라사이언스","KOSDAQ","중견기업부","2150","0","0.00","2150","2225","2105","1063617","2316030555","126026891850","58617159"
"182690","테라셈","KOSDAQ","관리종목(소속부없음)","2630","-120","-4.36","2845","2845","2565","633716","1679828280","55659079240","21163148"
"066700","테라젠이텍스","KOSDAQ","우량기업부","10350","390","3.92","9980","10450","9930","1669456","17195755830","335489402250","32414435"
"095610","테스","KOSDAQ","우량기업부","29650","600","2.07","28900","29900","28600","672283","19819280850","586127900900","19768226"
"131970","테스나","KOSDAQ","우량기업부","56200","4700","9.13","51500","59400","51000","1298481","73016672700","829488227400","14759577"
"055490","테이팩스","KOSPI",,"37700","1200","3.29","37000","38350","36800","123172","4644291800","177855405000","4717650"
"308700","테크엔","KONEX","일반기업부","1630","0","0.00","1630","1630","1630","1","1630","6520000000","4000000"
"089030","테크윙","KOSDAQ","우량기업부","23650","1550","7.01","22000","24000","21800","1484478","34592725900","456889288900","19318786"
"258050","테크트랜스","KONEX","일반기업부","1600","5","0.31","1600","1600","1600","1","1600","11512868800","7195543"
"054450","텔레칩스","KOSDAQ","우량기업부","13000","550","4.42","12450","13150","12300","599230","7718967250","175576843000","13505911"
"091440","텔레필드","KOSDAQ","벤처기업부","3170","5","0.16","3170","3220","3145","49562","157615780","29087523750","9175875"
"078000","텔코웨어","KOSPI",,"12100","-100","-0.82","12200","12250","12000","40165","487298800","117402742600","9702706"
"200230","텔콘RF제약","KOSDAQ","중견기업부","6060","150","2.54","5980","6140","5870","1478164","8894128280","530304612720","87509012"
"214420","토니모리","KOSPI",,"8920","70","0.79","8850","8960","8810","24014","213807780","157348800000","17640000"
"215480","토박스코리아","KOSDAQ","중견기업부","1165","30","2.64","1190","1295","1165","13827587","17090790285","52454556050","45025370"
"051360","토비스","KOSDAQ","우량기업부","7690","190","2.53","7500","7740","7420","171128","1306138880","128554176020","16717058"
"045340","토탈소프트","KOSDAQ","벤처기업부","7570","30","0.40","7530","8080","7270","1934806","14711580480","64784362800","8558040"
"108230","톱텍","KOSDAQ","우량기업부","12300","150","1.23","12200","12450","12050","456573","5594084900","467685913500","38023245"
"079970","투비소프트","KOSDAQ","벤처기업부","2945","55","1.90","2900","2970","2865","295384","863191365","93665386325","31804885"
"199800","툴젠","KONEX","일반기업부","111000","5500","5.21","106500","120400","106500","69624","7808897000","746205825000","6722575"
"105550","트루윈","KOSDAQ","벤처기업부","4355","-60","-1.36","4390","4450","4115","867707","3705523445","53890477160","12374392"
"026150","특수건설","KOSDAQ","중견기업부","7180","280","4.06","6860","7200","6820","927489","6586173590","112192712680","15625726"
"322180","티라유텍","KOSDAQ","벤처기업부","13050","50","0.38","13050","13050","12850","54343","703027350","70910437500","5433750"
"117730","티로보틱스","KOSDAQ","벤처기업부","6970","240","3.57","6730","7140","6720","552999","3879297330","77777240260","11158858"
"033830","티비씨","KOSDAQ","중견기업부","1090","40","3.81","1050","1090","1050","879745","947111855","109000000000","100000000"
"057680","티사이언티픽","KOSDAQ","벤처기업부","3615","450","14.22","3150","3675","3120","2342243","8062877695","169276774455","46826217"
"064760","티씨케이","KOSDAQ","우량기업부","125300","0","0.00","126200","128200","124100","53619","6795824000","1462877500000","11675000"
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","16850","600","3.69","16400","17000","16100","185437","3076875150","142060917750","8430915"
"340570","티앤엘","KOSDAQ","중견기업부","42800","700","1.66","42000","44350","42000","92396","4001247650","173939200000","4064000"
"277880","티에스아이","KOSDAQ","기술성장기업부","11850","500","4.41","11350","12800","11150","519459","6241592600","109815312750","9267115"
"131290","티에스이","KOSDAQ","우량기업부","62700","600","0.97","62900","63300","60800","82636","5102768300","693551598300","11061429"
"019180","티에이치엔","KOSPI",,"2565","30","1.18","2570","2575","2390","82506","209119670","46170000000","18000000"
"356860","티엘비","KOSDAQ","중견기업부","52500","4300","8.92","48500","57200","47550","722979","38580869350","258106537500","4916315"
"062860","티엘아이","KOSDAQ","벤처기업부","8200","310","3.93","8000","8470","7980","132161","1091516020","80956304000","9872720"
"363280","티와이홀딩스","KOSPI",,"27700","1400","5.32","26300","28250","25950","866461","23862856400","1038774985400","37500902"
"36328K","티와이홀딩스우","KOSPI",,"27250","1150","4.41","26100","27350","25700","62736","1686176650","34207960500","1255338"
"321550","티움바이오","KOSDAQ","기술성장기업부","21100","200","0.96","20900","21950","20400","1081369","23040483950","496808488600","23545426"
"091810","티웨이항공","KOSPI",,"2500","65","2.67","2435","2520","2435","603456","1499093415","275825697500","110330279"
"004870","티웨이홀딩스","KOSPI",,"1030","10","0.98","1020","1055","1005","189471","193504165","78981281680","76680856"
"191600","티케이씨","KONEX","일반기업부","6010","10","0.17","6010","6010","6010","99","594990","17128500000","2850000"
"104480","티케이케미칼","KOSDAQ","우량기업부","2540","115","4.74","2430","2640","2430","8765649","22265947535","230874402360","90895434"
"309900","티티씨디펜스","KONEX","일반기업부","1950","0","0.00","0","0","0","0","0","19500000000","10000000"
"081150","티플랙스","KOSDAQ","중견기업부","3160","85","2.76","3075","3195","3075","840597","2649532565","76688150320","24268402"
"130740","티피씨글로벌","KOSDAQ","중견기업부","2910","-30","-1.02","2955","2980","2900","92808","271650880","31728506970","10903267"
"217880","틸론","KONEX","일반기업부","8070","360","4.67","7650","8100","7650","2308","18573790","27682658190","3430317"
"084730","팅크웨어","KOSDAQ","우량기업부","12300","100","0.82","12100","12450","12000","247709","3044908700","128235888600","10425682"
"046210","파나진","KOSDAQ","관리종목(소속부없음)","4305","30","0.70","4345","4345","4230","108660","465149965","138348321300","32136660"
"034230","파라다이스","KOSDAQ","중견기업부","15300","-50","-0.33","15250","15600","15100","604250","9305145250","1391422881600","90942672"
"033540","파라텍","KOSDAQ","중견기업부","13500","500","3.85","13250","13800","12300","1287771","16869849800","229279815000","16983690"
"043200","파루","KOSDAQ","벤처기업부","2750","40","1.48","2705","2770","2690","475855","1304222670","106659979250","38785447"
"217950","파마리서치바이오","KONEX","일반기업부","14300","1850","14.86","12200","14300","12200","17101","233191900","57906291300","4049391"
"214450","파마리서치프로덕트","KOSDAQ","우량기업부","57200","-200","-0.35","57200","57900","56800","50227","2885669000","559934918400","9789072"
"208340","파멥신","KOSDAQ","기술성장기업부","20800","550","2.72","20550","21600","20550","559088","11743401950","296078640000","14234550"
"005690","파미셀","KOSPI",,"17300","-150","-0.86","17800","17850","17150","1288902","22448838450","1037289835000","59958950"
"177830","파버나인","KOSDAQ","벤처기업부","5370","90","1.70","5300","5390","5230","112431","598477470","72668703390","13532347"
"037070","파세코","KOSDAQ","우량기업부","13800","300","2.22","13450","13850","13300","276759","3791912050","193200000000","14000000"
"150900","파수","KOSDAQ","벤처기업부","7990","210","2.70","7790","8150","7730","163326","1300217470","89113213070","11153093"
"037030","파워넷","KOSDAQ","중견기업부","5890","110","1.90","5750","6010","5750","1391300","8182920480","94162670190","15986871"
"047310","파워로직스","KOSDAQ","우량기업부","8780","70","0.80","8730","9080","8640","2356888","20963787200","302216221960","34420982"
"266870","파워풀엑스","KONEX","일반기업부","929","1","0.11","978","978","900","1598","1468907","5953663720","6408680"
"170790","파이오링크","KOSDAQ","벤처기업부","13650","0","0.00","13750","13750","13450","96345","1306937900","93588904500","6856330"
"049120","파인디앤씨","KOSDAQ","중견기업부","1720","10","0.58","1710","1730","1685","48079","82598050","45339103680","26359944"
"038950","파인디지털","KOSDAQ","벤처기업부","7160","560","8.48","7030","7730","7020","2022766","14688927990","73109077400","10210765"
"278990","파인이엠텍","KONEX","일반기업부","3755","65","1.76","4240","4240","3750","12","49415","13608953610","3624222"
"106240","파인테크닉스","KOSDAQ","벤처기업부","4415","305","7.42","4115","4445","4105","2110467","9163106860","191642505440","43407136"
"131760","파인텍","KOSDAQ","중견기업부","1705","15","0.89","1690","1720","1670","1028406","1748305380","73187261400","42925080"
"065690","파커스","KOSDAQ","중견기업부","2885","5","0.17","2880","2900","2825","67026","191793680","40284723465","13963509"
"140860","파크시스템스","KOSDAQ","기술성장기업부","94500","3900","4.30","90700","98000","90700","189855","18031573300","630206797500","6668855"
"091700","파트론","KOSDAQ","우량기업부","11200","0","0.00","11200","11200","11000","1177012","13097620000","606551792000","54156410"
"038160","팍스넷","KOSDAQ","관리종목(소속부없음)","862","0","0.00","0","0","0","0","0","10551204112","12240376"
