종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060260","뉴보텍","KOSDAQ","벤처기업부","1515","20","1.34","1495","1530","1475","417496","630155925","50652131250","33433750"
"012340","뉴인텍","KOSDAQ","벤처기업부","2990","125","4.36","2875","3040","2870","1806671","5353239180","89833060980","30044502"
"214870","뉴지랩","KOSDAQ","중견기업부","13150","150","1.15","13050","13300","12750","537645","7051589100","384363822200","29229188"
"270870","뉴트리","KOSDAQ","우량기업부","24900","50","0.20","25050","25150","24600","93714","2329575200","226919277600","9113224"
"144960","뉴파워프라즈마","KOSDAQ","우량기업부","6590","140","2.17","6470","6620","6370","684232","4461536160","287934392160","43692624"
"900100","뉴프라이드","KOSDAQ","투자주의환기종목(소속부없음)","717","0","0.00","0","0","0","0","0","88607085138","123580314"
"085670","뉴프렉스","KOSDAQ","중견기업부","2370","45","1.94","2335","2445","2300","542900","1294821255","51593928300","21769590"
"119860","다나와","KOSDAQ","우량기업부","30750","50","0.16","30800","31100","30400","45562","1408042150","402050776500","13074822"
"064260","다날","KOSDAQ","우량기업부","4830","90","1.90","4745","4870","4735","954417","4601530730","333023863200","68949040"
"093640","다믈멀티미디어","KOSDAQ","벤처기업부","3405","-95","-2.71","3465","3525","3375","1489672","5090915240","42904144080","12600336"
"039560","다산네트웍스","KOSDAQ","중견기업부","13350","150","1.14","13250","13550","13250","804008","10737189900","468452407800","35090068"
"058730","다스코","KOSPI",,"5020","25","0.50","5000","5080","4965","94066","471507220","77308000000","15400000"
"023590","다우기술","KOSPI",,"21900","0","0.00","21900","22000","21750","130872","2863988200","982578912300","44866617"
"032190","다우데이타","KOSDAQ","우량기업부","12800","50","0.39","12750","12900","12650","183491","2345751800","490240000000","38300000"
"323350","다원넥스뷰","KONEX","일반기업부","19250","150","0.79","0","0","0","0","0","14052500000","730000"
"068240","다원시스","KOSDAQ","우량기업부","20400","200","0.99","20150","20600","20050","299674","6134027100","552113902800","27064407"
"086080","다이노나","KONEX","일반기업부","4745","95","2.04","4740","4800","4710","25825","122551420","156258003070","32931086"
"271850","다이오진","KONEX","일반기업부","2400","-80","-3.23","2500","2500","2200","1792","3979930","7495200000","3123000"
"343090","단디바이오","KONEX","일반기업부","6380","0","0.00","6380","6380","6330","1204","7631470","34824113500","5458325"
"019680","대교","KOSPI",,"3685","45","1.24","3625","3685","3615","148742","544037005","312130002250","84702850"
"019685","대교우B","KOSPI",,"2520","5","0.20","2515","2520","2505","15612","39231785","48956014800","19426990"
"006370","대구백화점","KOSPI",,"9140","400","4.58","9100","9290","8650","7890","71306450","98909524540","10821611"
"008060","대덕","KOSPI",,"6980","70","1.01","6920","7010","6810","509455","3530579820","236553247000","33890150"
"00806K","대덕1우","KOSPI",,"8690","450","5.46","8310","8700","8200","26393","221079010","10535382330","1212357"
"353200","대덕전자","KOSPI",,"12600","300","2.44","12300","13000","12050","5229692","66304917950","622653255000","49416925"
"35320K","대덕전자1우","KOSPI",,"8900","120","1.37","8830","9090","8690","131753","1175525230","18650119100","2095519"
"178600","대동고려삼","KONEX","일반기업부","4025","25","0.63","4025","4025","4000","4","16075","17909640000","4449600"
"000490","대동공업","KOSPI",,"6820","30","0.44","6810","6870","6740","154623","1051150270","161826392200","23728210"
"020400","대동금속","KOSDAQ","중견기업부","9260","40","0.43","9220","9400","8710","11667","107253530","24147403860","2607711"
"008830","대동기어","KOSDAQ","중견기업부","3500","135","4.01","3365","3520","3330","36145","124817280","31456320000","8987520"
"048470","대동스틸","KOSDAQ","중견기업부","4810","135","2.89","4690","4815","4685","20203","96344810","48100000000","10000000"
"008110","대동전자","KOSPI",,"4415","-10","-0.23","4425","4445","4400","17055","75333045","46315323505","10490447"
"004780","대륙제관","KOSDAQ","우량기업부","4720","5","0.11","4715","4765","4665","29440","138724345","75063099280","15903199"
"005750","대림B&Co","KOSPI",,"6370","290","4.77","6080","6470","6080","84135","527113700","106202168800","16672240"
"001880","대림건설","KOSPI",,"30550","550","1.83","30450","30900","30000","117512","3589706050","673727826200","22053284"
"000210","대림산업","KOSPI",,"83000","0","0.00","0","0","0","0","0","2888400000000","34800000"
"000215","대림산업우","KOSPI",,"53200","0","0.00","0","0","0","0","0","202160000000","3800000"
"017650","대림제지","KOSDAQ","우량기업부","9450","-70","-0.74","9520","9520","9400","69262","654168960","85050000000","9000000"
"006570","대림통상","KOSPI",,"3975","5","0.13","3970","4080","3935","11232","44432635","60519375000","15225000"
"007720","대명소노시즌","KOSDAQ","우량기업부","1215","30","2.53","1175","1230","1175","858837","1042402720","122472546750","100800450"
"317850","대모","KOSDAQ","벤처기업부","4575","165","3.74","4410","4600","4410","40767","185534075","38084221500","8324420"
"290670","대보마그네틱","KOSDAQ","벤처기업부","35950","2200","6.52","33900","43050","33850","2043379","79669430700","255944551050","7119459"
"078140","대봉엘에스","KOSDAQ","우량기업부","11100","300","2.78","10900","11100","10700","111804","1222730100","123061026900","11086579"
"001680","대상","KOSPI",,"26050","50","0.19","25900","26150","25750","188452","4897672500","902581051250","34648025"
"001685","대상우","KOSPI",,"17950","-300","-1.64","18250","18250","17750","13465","240927200","24595502850","1370223"
"084690","대상홀딩스","KOSPI",,"10200","50","0.49","10150","10250","10050","169105","1714703250","369367887600","36212538"
"084695","대상홀딩스우","KOSPI",,"8270","60","0.73","8210","8300","8170","3753","30924530","7554496140","913482"
"036480","대성미생물","KOSDAQ","중견기업부","16200","100","0.62","16200","16350","16000","22947","371413600","61560000000","3800000"
"128820","대성산업","KOSPI",,"3120","-5","-0.16","3125","3130","3090","56894","176540875","141134691360","45235478"
"117580","대성에너지","KOSPI",,"5330","-30","-0.56","5360","5360","5300","25114","133744420","146575000000","27500000"
"025440","대성엘텍","KOSDAQ","중견기업부","1005","0","0.00","1000","1010","951","10989582","10851044970","100159649715","99661343"
"027830","대성창투","KOSDAQ","중견기업부","1945","40","2.10","1910","1960","1905","226794","439254135","77800000000","40000000"
"104040","대성파인텍","KOSDAQ","벤처기업부","2160","120","5.88","2030","2215","2030","9830084","21190182965","67610766960","31301281"
"016710","대성홀딩스","KOSPI",,"24750","150","0.61","24650","24900","24600","42253","1043149900","398214110250","16089459"
"332290","대신밸런스제7호스팩","KOSDAQ","SPAC(소속부없음)","2130","15","0.71","2115","2165","2080","51132","108923945","11086650000","5205000"
"336570","대신밸런스제8호스팩","KOSDAQ","SPAC(소속부없음)","2095","0","0.00","2110","2110","2070","7832","16358735","11752950000","5610000"
"369370","대신밸런스제9호스팩","KOSDAQ","SPAC(소속부없음)","2110","0","0.00","2110","2115","2095","36007","75845405","8883100000","4210000"
"020180","대신정보통신","KOSDAQ","중견기업부","1945","85","4.57","1855","1950","1840","1842624","3539087875","74744239675","38428915"
"003540","대신증권","KOSPI",,"13000","-200","-1.52","13250","13250","12750","284717","3688042250","660054200000","50773400"
"003547","대신증권2우B","KOSPI",,"9710","-260","-2.61","9980","9980","9610","101392","983340910","97100000000","10000000"
"003545","대신증권우","KOSPI",,"10150","-200","-1.93","10350","10400","10000","396960","4017692550","263900000000","26000000"
"045390","대아티아이","KOSDAQ","우량기업부","5780","50","0.87","5710","5820","5680","979377","5636862600","411255797160","71151522"
"009190","대양금속","KOSPI",,"3845","200","5.49","3650","3845","3650","611068","2308894235","113681035455","29565939"
"108380","대양전기공업","KOSDAQ","우량기업부","15450","50","0.32","15550","15600","15250","42608","657496100","147815294850","9567333"
"006580","대양제지","KOSDAQ","우량기업부","3160","35","1.12","3125","3190","3090","211900","664442820","84846000000","26850000"
"014160","대영포장","KOSPI",,"1655","-20","-1.19","1675","1700","1620","3364927","5583414235","179392978595","108394549"
"047040","대우건설","KOSPI",,"4985","325","6.97","4630","5170","4610","22854653","113706636590","2071878850430","415622638"
"009320","대우부품","KOSPI",,"2775","75","2.78","2695","2780","2675","551261","1515075000","132218690625","47646375"
"042660","대우조선해양","KOSPI",,"27400","450","1.67","26750","27400","26750","407327","11059981750","2939764330600","107290669"
"003090","대웅","KOSPI",,"50300","-600","-1.18","49750","53500","48650","1726898","87930289600","2924541594000","58141980"
"069620","대웅제약","KOSPI",,"165000","500","0.30","162000","170500","159000","475655","78414615500","1911784875000","11586575"
"007680","대원","KOSDAQ","우량기업부","9560","-130","-1.34","9710","9710","9550","33629","322614500","114295622040","11955609"
"000430","대원강업","KOSPI",,"3825","25","0.66","3800","3835","3780","87222","332637790","237150000000","62000000"
"048910","대원미디어","KOSDAQ","우량기업부","9300","980","11.78","8340","9690","8340","2307543","21264715380","116984197800","12578946"
"005710","대원산업","KOSDAQ","우량기업부","5530","-10","-0.18","5500","5530","5450","23453","128852430","110807928000","20037600"
"006340","대원전선","KOSPI",,"1080","40","3.85","1040","1095","1040","771292","825344720","76698324360","71016967"
"006345","대원전선우","KOSPI",,"2560","25","0.99","2595","2605","2560","14793","38052630","6710272000","2621200"
"003220","대원제약","KOSPI",,"19400","250","1.31","19250","19650","19150","189045","3675362450","392725898200","20243603"
"024890","대원화성","KOSPI",,"1790","-20","-1.10","1820","1820","1780","343178","615246730","73835982080","41249152"
"290380","대유","KOSDAQ","중견기업부","12850","-250","-1.91","13050","13100","12700","59710","768451300","116323340000","9052400"
"002880","대유에이텍","KOSPI",,"845","15","1.81","830","858","830","261890","221654300","90344009015","106915987"
"290120","대유에이피","KOSDAQ","중견기업부","7470","170","2.33","7300","7500","7260","71482","530901550","81305713530","10884299"
"000300","대유플러스","KOSPI",,"777","23","3.05","751","793","751","733333","569262371","90647063199","116662887"
"120240","대정화금","KOSDAQ","우량기업부","37900","-500","-1.30","38500","38500","37250","161394","6077942700","270431318900","7135391"
"003310","대주산업","KOSDAQ","중견기업부","2185","40","1.86","2135","2190","2120","404052","876405260","77332284750","35392350"
"114920","대주이엔티","KONEX","일반기업부","1300","-200","-13.33","1275","1300","1275","4201","5394300","4510350000","3469500"
"078600","대주전자재료","KOSDAQ","벤처기업부","46450","50","0.11","46300","46450","45650","273293","12587387450","706121055250","15201745"
"012800","대창","KOSPI",,"1540","190","14.07","1380","1755","1380","100441561","165027594055","140356368460","91140499"
"015230","대창단조","KOSPI",,"6940","-80","-1.14","7000","7090","6870","62394","434733120","99145638100","14286115"
"096350","대창솔루션","KOSDAQ","중견기업부","494","6","1.23","488","510","481","3546022","1765264263","80897938446","163761009"
"140520","대창스틸","KOSDAQ","중견기업부","2510","5","0.20","2500","2535","2445","282662","705806950","50200000000","20000000"
"131220","대한과학","KOSDAQ","벤처기업부","20700","0","0.00","20600","21650","20350","1152127","24112125000","154307943000","7454490"
"010170","대한광통신","KOSDAQ","우량기업부","3870","55","1.44","3825","3930","3820","1192582","4631988650","285380088750","73741625"
"060900","대한그린파워","KOSDAQ","중견기업부","1040","0","0.00","1040","1050","1020","1733572","1791861675","159418516400","153287035"
"054670","대한뉴팜","KOSDAQ","중견기업부","12600","200","1.61","12500","12800","12400","138204","1744232200","180871992000","14354920"
"001070","대한방직","KOSPI",,"39950","100","0.25","39850","39950","39700","22257","886789800","211735000000","5300000"
"023910","대한약품","KOSDAQ","우량기업부","32950","1300","4.11","31700","32950","31700","67133","2184384250","197700000000","6000000"
"006650","대한유화","KOSPI",,"230000","10000","4.55","220500","237000","220500","150308","34684108000","1495000000000","6500000"
"001440","대한전선","KOSPI",,"1370","10","0.74","1375","1380","1340","4516720","6140148865","1173368022330","856473009"
"084010","대한제강","KOSPI",,"10400","480","4.84","9900","10750","9860","527685","5501827370","256326033600","24646734"
"001790","대한제당","KOSPI",,"22950","150","0.66","22900","23000","22700","9199","210083550","205853651100","8969658"
"001795","대한제당우","KOSPI",,"14450","100","0.70","14450","14600","14450","1038","15034200","9367588200","648276"
"001130","대한제분","KOSPI",,"166000","4000","2.47","162000","166000","160500","13619","2232365500","280540000000","1690000"
"003490","대한항공","KOSPI",,"27200","300","1.12","26950","27200","26650","1513748","40941288200","4738504193600","174209713"
"003495","대한항공우","KOSPI",,"43500","650","1.52","42850","44250","42850","49772","2163402050","48319539000","1110794"
"005880","대한해운","KOSPI",,"3040","15","0.50","3020","3070","3000","3818325","11566703790","742584113600","244271090"
"003830","대한화섬","KOSPI",,"102000","1500","1.49","100500","102500","100000","569","57622000","135456000000","1328000"
"016090","대현","KOSPI",,"1895","10","0.53","1905","1905","1870","239125","450988505","83914977450","44282310"
"069460","대호에이엘","KOSPI",,"2475","-65","-2.56","2535","2600","2475","621969","1580924890","67158726525","27134839"
"021040","대호피앤씨","KOSDAQ","중견기업부","838","9","1.09","828","845","824","287360","240180494","61268548188","73112826"
"021045","대호피앤씨우","KOSDAQ","중견기업부","1375","45","3.38","1305","1380","1305","28500","38825700","5833390750","4242466"
"067080","대화제약","KOSDAQ","우량기업부","15450","0","0.00","15650","16050","15350","430476","6761617500","286896905550","18569379"
"298540","더네이쳐홀딩스","KOSDAQ","중견기업부","39600","1300","3.39","38300","39850","38300","56551","2219597400","287984188800","7272328"
"192080","더블유게임즈","KOSPI",,"60200","400","0.67","60000","60500","59500","90117","5409944700","1106145020400","18374502"
"299170","더블유에스아이","KOSDAQ","중견기업부","3440","25","0.73","3425","3590","3400","209340","720302785","97551392720","28357963"
"035290","더블유에프엠","KOSDAQ","투자주의환기종목(소속부없음)","11750","0","0.00","0","0","0","0","0","30199109750","2570137"
"012510","더존비즈온","KOSPI",,"104000","500","0.48","103500","105000","103500","86921","9057884076","3131021088000","30105972"
"302920","더콘텐츠온","KONEX","일반기업부","12500","-2000","-13.79","12500","12500","12500","104","1300000","56904487500","4552359"
"213420","덕산네오룩스","KOSDAQ","우량기업부","34850","-50","-0.14","34900","35200","34600","212925","7436319200","836748918200","24010012"
"317330","덕산테코피아","KOSDAQ","우량기업부","17800","1050","6.27","16950","18100","16550","585860","10188624150","327118218400","18377428"
"077360","덕산하이메탈","KOSDAQ","중견기업부","12800","-250","-1.92","13050","13350","12750","851325","11058150250","290796812800","22718501"
"004830","덕성","KOSPI",,"7850","-130","-1.63","8040","8180","7840","884790","7033633060","123088000000","15680000"
"004835","덕성우","KOSPI",,"15000","-450","-2.91","14500","15200","14500","48334","723884900","20880000000","1392000"
"090410","덕신하우징","KOSDAQ","우량기업부","1585","10","0.63","1575","1595","1550","573904","903724065","73043290575","46084095"
"024900","덕양산업","KOSPI",,"1710","30","1.79","1680","1725","1675","220815","375987530","55686115800","32564980"
"263600","덕우전자","KOSDAQ","우량기업부","7980","10","0.13","7970","8110","7820","524978","4184415040","127123873800","15930310"
"194480","데브시스터즈","KOSDAQ","벤처기업부","14450","200","1.40","14250","15000","14000","42492","618276150","161903146500","11204370"
"348840","데이드림엔터","KONEX","일반기업부","14050","-450","-3.10","14050","14050","14050","100","1405000","11837125000","842500"
"263800","데이타솔루션","KOSDAQ","중견기업부","7390","80","1.09","7310","7430","7250","58539","431943570","117194906200","15858580"
"199150","데이터스트림즈","KONEX","일반기업부","6500","300","4.84","6200","6590","6150","4748","29915040","26634387000","4097598"
"139050","데일리블록체인","KOSDAQ","중견기업부","1100","60","5.77","1050","1130","1040","2886636","3150420370","77436506400","70396824"
"206560","덱스터","KOSDAQ","기술성장기업부","5760","140","2.49","5690","6230","5660","5106498","30505215600","146005263360","25348136"
"261200","덴티스","KOSDAQ","벤처기업부","1815","-5","-0.27","1820","1830","1800","654886","1186411370","133927857195","73789453"
"145720","덴티움","KOSPI",,"41100","350","0.86","40750","41100","40300","24873","1017587050","454928913000","11068830"
"227420","도부마스크","KONEX","일반기업부","4985","10","0.20","5020","5070","4800","19395","95687515","42948780955","8615603"
"067990","도이치모터스","KOSDAQ","우량기업부","7410","-40","-0.54","7410","7610","7300","461328","3440617250","215367337380","29064418"
"002150","도화엔지니어링","KOSPI",,"8150","30","0.37","8120","8210","8080","73801","603594970","274818000000","33720000"
"006620","동구바이오제약","KOSDAQ","우량기업부","25050","200","0.80","24850","25450","24700","114964","2889548000","240580200000","9604000"
"100130","동국S&C","KOSDAQ","우량기업부","8040","150","1.90","7890","8090","7830","586641","4703266250","459429720000","57143000"
"005160","동국산업","KOSDAQ","우량기업부","3395","0","0.00","3385","3425","3385","93896","319152215","184160016390","54244482"
"075970","동국알앤에스","KOSDAQ","중견기업부","3265","60","1.87","3195","3285","3170","176801","572373960","60076000000","18400000"
"001230","동국제강","KOSPI",,"8120","300","3.84","7860","8200","7770","1559395","12602412560","774913824440","95432737"
"086450","동국제약","KOSDAQ","우량기업부","29250","-150","-0.51","29600","29700","29150","266991","7843788400","1300455000000","44460000"
"023450","동남합성","KOSPI",,"49300","-300","-0.60","49950","50000","49000","3882","192489500","177973000000","3610000"
"004140","동방","KOSPI",,"2290","10","0.44","2270","2320","2240","1168695","2668717720","90790388820","39646458"
"099410","동방선기","KOSDAQ","중견기업부","3090","60","1.98","3040","3125","3015","219073","674483950","41841696180","13541002"
"007590","동방아그로","KOSPI",,"6400","40","0.63","6400","6400","6360","10632","67868640","87152492800","13617577"
"005960","동부건설","KOSPI",,"13550","150","1.12","13700","13700","13350","120812","1631993350","307612425200","22702024"
"005965","동부건설우","KOSPI",,"23100","0","0.00","23350","23350","23050","1714","39565500","5214409200","225732"
"026960","동서","KOSPI",,"33950","1100","3.35","33100","34350","32850","338584","11434907700","3384815000000","99700000"
"002210","동성제약","KOSPI",,"12450","0","0.00","12500","12650","12350","246556","3074504600","324957076500","26100970"
"102260","동성코퍼레이션","KOSPI",,"4945","15","0.30","4900","4950","4880","209285","1028269715","217545444340","43993012"
"033500","동성화인텍","KOSDAQ","중견기업부","11750","150","1.29","11650","11900","11550","442946","5222739850","323049012750","27493533"
"005190","동성화학","KOSPI",,"16250","-50","-0.31","16300","16450","16200","18682","304237800","86702915000","5335564"
"025950","동신건설","KOSDAQ","중견기업부","32100","2200","7.36","29350","34800","28950","2773121","89322689300","269640000000","8400000"
"000640","동아쏘시오홀딩스","KOSPI",,"122500","500","0.41","123000","124000","122000","44888","5522541500","754004405000","6155138"
"170900","동아에스티","KOSPI",,"88600","600","0.68","88500","89000","87600","55114","4873149400","748126704800","8443868"
"088130","동아엘텍","KOSDAQ","우량기업부","8150","0","0.00","8150","8200","8110","75787","617331350","86902944700","10662938"
"028100","동아지질","KOSPI",,"15700","100","0.64","15750","15950","15500","104898","1652336700","180550000000","11500000"
"282690","동아타이어","KOSPI",,"9880","-60","-0.60","9990","10000","9790","22126","217625280","135682188200","13733015"
"041930","동아화성","KOSDAQ","우량기업부","10200","150","1.49","10100","10250","9960","256728","2596718110","161160000000","15800000"
"001520","동양","KOSPI",,"1190","25","2.15","1175","1195","1165","406328","480177965","284034034970","238684063"
"001527","동양2우B","KOSPI",,"12100","200","1.68","11850","12150","11850","617","7347250","3733684900","308569"
"001529","동양3우B","KOSPI",,"28950","150","0.52","28700","28950","28600","376","10771150","2597451900","89722"
"084670","동양고속","KOSPI",,"25000","-200","-0.79","25450","25450","24750","25529","635733450","72389225000","2895569"
"002900","동양물산","KOSPI",,"1575","15","0.96","1555","1590","1540","1146345","1802211475","198457260750","126004610"
"082640","동양생명","KOSPI",,"3520","0","0.00","3520","3545","3420","303373","1058152780","567982219200","161358585"
"060380","동양에스텍","KOSDAQ","중견기업부","3070","30","0.99","3045","3090","2995","29771","90461110","30700000000","10000000"
"001525","동양우","KOSPI",,"7010","10","0.14","6760","7020","6760","1304","8986570","4330294310","617731"
"079960","동양이엔피","KOSDAQ","우량기업부","18450","850","4.83","17850","19000","17650","196513","3618864800","145017000000","7860000"
"008970","동양철관","KOSPI",,"1120","10","0.90","1110","1130","1095","995403","1115249025","133151524800","118885290"
"228340","동양파일","KOSDAQ","중견기업부","3200","55","1.75","3210","3210","3115","33998","108220855","64000000000","20000000"
"092780","동양피스톤","KOSPI",,"5770","-30","-0.52","5800","5860","5660","217365","1253624940","75982014200","13168460"
"088910","동우팜투테이블","KOSDAQ","우량기업부","3335","0","0.00","3335","3370","3310","96442","322168435","86148932940","25831764"
"094170","동운아나텍","KOSDAQ","벤처기업부","12400","300","2.48","12000","12450","11700","278751","3349331900","195410012800","15758872"
"049770","동원F&B","KOSPI",,"179000","1000","0.56","178000","179000","177000","7394","1318101500","690783196000","3859124"
"013120","동원개발","KOSDAQ","우량기업부","5060","180","3.69","4920","5080","4900","644200","3234631345","459488986000","90808100"
"018500","동원금속","KOSPI",,"744","6","0.81","745","745","727","174784","128541734","34785670152","46754933"
"006040","동원산업","KOSPI",,"222500","-500","-0.22","225000","225000","221000","7261","1614652500","818275122500","3677641"
"030720","동원수산","KOSPI",,"9280","80","0.87","9200","9290","9100","56085","516645230","43187310400","4653805"
"014820","동원시스템즈","KOSPI",,"35700","1250","3.63","34200","36250","34000","140093","4997127950","914580842700","25618511"
"014825","동원시스템즈우","KOSPI",,"31100","300","0.97","31500","31500","30800","2571","79807850","8252633800","265358"
"163560","동일고무벨트","KOSPI",,"9860","-110","-1.10","9940","9970","9800","146895","1449664110","134589000000","13650000"
"109860","동일금속","KOSDAQ","우량기업부","11550","-100","-0.86","11600","11700","11550","2044","23704900","80850000000","7000000"
"032960","동일기연","KOSDAQ","벤처기업부","12350","150","1.23","12200","12450","12100","11542","141404350","42080266150","3407309"
"004890","동일산업","KOSPI",,"75900","400","0.53","75700","76000","75500","10152","770313400","184073818500","2425215"
"002690","동일제강","KOSPI",,"2440","60","2.52","2400","2600","2360","237581","588305075","36600000000","15000000"
"023790","동일철강","KOSDAQ","중견기업부","6200","-130","-2.05","6510","6530","6160","256874","1606338590","45539527000","7345085"
"005290","동진쎄미켐","KOSDAQ","우량기업부","36500","2050","5.95","34450","37200","34250","2990071","108190967600","1876629031000","51414494"
"025900","동화기업","KOSDAQ","우량기업부","49600","650","1.33","48900","49800","48000","105544","5190198300","1001839747200","20198382"
"000020","동화약품","KOSPI",,"19650","500","2.61","19100","19800","18800","623218","12109744050","548853385500","27931470"
"000150","두산","KOSPI",,"52400","-200","-0.38","52600","53000","51900","119611","6289916600","865848954000","16523835"
"000157","두산2우B","KOSPI",,"65700","-200","-0.30","65900","67000","64600","781","50939100","58672596600","893038"
"241560","두산밥캣","KOSPI",,"29650","200","0.68","29500","29800","29100","270051","7955644000","2972387771900","100249166"
"000155","두산우","KOSPI",,"42800","-800","-1.83","43450","43450","42500","26114","1120419250","171048573600","3996462"
"042670","두산인프라코어","KOSPI",,"7920","90","1.15","7830","8030","7810","1910603","15170411580","1710028742400","215912720"
"034020","두산중공업","KOSPI",,"13500","450","3.45","13100","13550","12900","3220580","43063735550","5057596935000","374636810"
"336260","두산퓨얼셀","KOSPI",,"53500","700","1.33","53500","53600","51600","1349416","71392595400","3503914341000","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"14300","350","2.51","14150","14350","13950","148365","2101370550","191108060000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"19650","100","0.51","19550","20000","19450","11849","234182600","58680795000","2986300"
"016740","두올","KOSPI",,"3375","35","1.05","3320","3405","3320","234350","787665545","91350045000","27066680"
"073190","듀오백","KOSDAQ","중견기업부","3995","160","4.17","3835","3995","3800","70638","277238090","47812319800","11968040"
"176750","듀켐바이오","KONEX","일반기업부","9390","0","0.00","9690","9850","9390","15397","147602640","83183070930","8858687"
"030350","드래곤플라이","KOSDAQ","중견기업부","2550","10","0.39","2570","2585","2500","348211","887318640","43623852150","17107393"
"203650","드림시큐리티","KOSDAQ","벤처기업부","3930","85","2.21","3855","3950","3840","472844","1849116700","198880613220","50605754"
"223250","드림씨아이에스","KOSDAQ","중견기업부","19450","800","4.29","18750","19750","18750","23428","453893550","108256171500","5565870"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","5280","-100","-1.86","5390","5440","5260","371178","1973908250","300219992160","56859847"
"192650","드림텍","KOSPI",,"11700","400","3.54","11550","12100","11500","1268664","15037270300","770596924500","65862985"
"217620","디딤","KOSDAQ","벤처기업부","2135","60","2.89","2095","2170","2055","283705","600178110","78999067175","37001905"
"187870","디바이스이엔지","KOSDAQ","벤처기업부","51700","-300","-0.58","52700","53000","49700","322143","16539892350","363792685300","7036609"
"066670","디스플레이텍","KOSDAQ","우량기업부","3755","70","1.90","3695","3770","3680","162366","603703690","70188152090","18691918"
"024090","디씨엠","KOSPI",,"12250","100","0.82","12250","12350","12050","10345","126315550","143325000000","11700000"
"003160","디아이","KOSPI",,"4775","230","5.06","4545","4820","4510","1384653","6553929815","150397148375","31496785"
"092200","디아이씨","KOSPI",,"2940","140","5.00","2900","3125","2800","11639936","34529979690","114332392860","38888569"
"110990","디아이티","KOSDAQ","우량기업부","9620","30","0.31","9860","10750","9400","3505480","34725322590","181818000000","18900000"
"263690","디알젬","KOSDAQ","중견기업부","17000","600","3.66","16800","17300","16600","241295","4090220750","192535370000","11325610"
"214680","디알텍","KOSDAQ","벤처기업부","1420","0","0.00","1420","1430","1410","248725","352818220","73530927060","51782343"
"263720","디앤씨미디어","KOSDAQ","벤처기업부","36800","3250","9.69","33550","38700","33400","446519","16403747400","451724084800","12275111"
"109740","디에스케이","KOSDAQ","벤처기업부","6300","40","0.64","6290","6320","6190","44393","278149290","128235006900","20354763"
"033430","디에스티","KOSDAQ","관리종목(소속부없음)","370","0","0.00","0","0","0","0","0","23750763610","64191253"
"131030","디에이치피코리아","KOSDAQ","우량기업부","8360","-40","-0.48","8410","8450","8250","158073","1324065950","138481702920","16564797"
"196490","디에이테크놀로지","KOSDAQ","벤처기업부","7130","190","2.74","7000","7240","6930","518157","3693168350","163104924580","22875866"
"066900","디에이피","KOSDAQ","우량기업부","4045","-15","-0.37","4015","4080","3980","47054","189008985","92001514635","22744503"
"127120","디엔에이링크","KOSDAQ","기술성장기업부","9590","500","5.50","9090","9800","8760","731480","6835703820","157215506280","16393692"
"092070","디엔에프","KOSDAQ","우량기업부","21200","50","0.24","21200","22000","20900","403192","8676780700","228150753600","10761828"
"134580","디엠티","KOSDAQ","중견기업부","2800","-145","-4.92","2945","2970","2765","239602","674234680","31500000000","11250000"
"039840","디오","KOSDAQ","우량기업부","31650","450","1.44","31200","31950","31050","86461","2718066850","491322003300","15523602"
"196450","디오스텍","KOSDAQ","관리종목(소속부없음)","411","0","0.00","0","0","0","0","0","59184398259","144000969"
"013570","디와이","KOSPI",,"4530","60","1.34","4470","4530","4425","92251","412845795","119227937490","26319633"
"210540","디와이파워","KOSPI",,"11900","200","1.71","11700","12050","11700","75608","897530900","131396325200","11041708"
"104460","디와이피엔에프","KOSDAQ","우량기업부","19700","650","3.41","19050","19750","18650","142844","2729312450","211058412500","10713625"
"079810","디이엔티","KOSDAQ","중견기업부","9260","310","3.46","9040","9330","8980","582177","5347168610","120721314340","13036859"
"227100","디자인","KOSDAQ","벤처기업부","6200","60","0.98","6140","7270","6140","407472","2714280890","21113672200","3405431"
"113810","디젠스","KOSDAQ","벤처기업부","729","16","2.24","717","742","706","1117885","811844430","23785849179","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","2480","15","0.61","2465","2485","2440","36053","88661690","22320000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","4520","50","1.12","4470","4535","4425","105610","471980960","33490139960","7409323"
"106520","디지탈옵틱","KOSDAQ","중견기업부","1055","57","5.71","989","1070","989","9577434","9839031782","109472493835","103765397"
"068930","디지털대성","KOSDAQ","우량기업부","8320","220","2.72","8030","8320","8000","99185","809269130","188976095360","22713473"
"033130","디지틀조선","KOSDAQ","중견기업부","3040","-10","-0.33","3110","3190","3040","2656453","8277331150","112830411680","37115267"
"105740","디케이락","KOSDAQ","우량기업부","14800","600","4.23","14400","14800","14100","272801","3970960350","125058697600","8449912"
"263020","디케이앤디","KOSDAQ","벤처기업부","9880","-20","-0.20","9830","9910","9470","63759","621976040","76700435760","7763202"
"290550","디케이티","KOSDAQ","중견기업부","22100","700","3.27","21200","22300","21200","264666","5794875550","181912459300","8231333"
